taxon_oid,Domain,Status,Study_Name,Genome_Name_/_Sample_Name,Sequencing_Center,IMG_Genome_ID_,Altitude,Depth,Ecosystem,Ecosystem_Category,Ecosystem_Subtype,Ecosystem_Type,Ecotype,Habitat,pH,Salinity,Genome_Size___*_assembled,Gene_Count___*_assembled,DSAda,CheAs,CheA_per
3300004596,*Microbiome,Draft,"Peatlands soil microbial communities from Germany and Austria, that are sulfate reducing","Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 37 (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300004596,,,Environmental,Terrestrial,Unclassified,Soil,,Peatlands soil,,,76829141,265630,"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 37 (Metagenome Metatranscriptome)",68,0.000255995
2065487013,*Microbiome,Draft,Fungus-growing Termite worker microbial community from South Africa,Fungus-growing termite worker microbial communities from South Africa - Oerleman's Farm,DOE Joint Genome Institute (JGI),2065487013,1046 m,,Host-associated,Arthropoda,Hindgut,Digestive system,,Fungus-growing Termite worker,,,142578830,359783,Fungus-growing termite worker microbial communities from South Africa - Oerleman's Farm,92,0.00025571
3300005171,*Microbiome,Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_126",DOE Joint Genome Institute (JGI),3300005171,0m,0m,Environmental,Terrestrial,Loam,Soil,,Soil,,,2007172125,5586129,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_126",1425,0.000255096
3300006029,*Microbiome,Draft,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Spr_20_<0.8_DNA,DOE Joint Genome Institute (JGI),3300006029,,,Environmental,Aquatic,Coastal,Marine,,Aqueous,,,432266802,1190463,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Spr_20_<0.8_DNA,303,0.000254523
3300006353,*Microbiome,Draft,"Populus root and rhizosphere microbial communities from Tennessee, USA","Populus root and rhizosphere microbial communities from Tennessee, USA - Endosphere MetaG P. TD hybrid TD303-5",DOE Joint Genome Institute (JGI),3300006353,0m,0m,Host-associated,Plants,Unclassified,Endosphere,,Populus endosphere,,,2953980025,9396334,"Populus root and rhizosphere microbial communities from Tennessee, USA - Endosphere MetaG P. TD hybrid TD303-5",2389,0.000254248
3300009603,*Microbiome,Draft,Deep ocean microbial communities from the Global Malaspina Expedition,Marine viral communities from the Global Malaspina Expedition - Malaspina viral metaG DeepMed_904,DOE Joint Genome Institute (JGI),3300009603,,2455m,Environmental,Aquatic,Oceanic,Marine,,Deep ocean,,,371761810,739719,Marine viral communities from the Global Malaspina Expedition - Malaspina viral metaG DeepMed_904,188,0.000254151
3300009517,*Microbiome,Draft,"Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI, USA","Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI, USA - Reactor 2_5/28/2013_ DNA",DOE Joint Genome Institute (JGI),3300009517,,,Engineered,Wastewater,Biological phosphorus removal,Nutrient removal,,Wastewater treatment,,,380930862,618069,"Wastewater treatment Type I Accumulibacter community from EBPR Bioreactor in Madison, WI, USA - Reactor 2_5/28/2013_ DNA",157,0.000254017
3300002150,*Microbiome,Draft,"Host-associated microbial community of the marine sponge Aplysina aerophoba from Gulf of Piran, Adriatic Sea","Host-associated microbial community of the marine sponge Aplysina aerophoba from Gulf of Piran - sponge mesohyl, lysed by bead beating (MesohylBB, ASSEMBLY_DATE=20131203)",DOE Joint Genome Institute (JGI),3300002150,,5m,Host-associated,Porifera,Unclassified,Unclassified,,Host-associated,,,214938064,394414,"Host-associated microbial community of the marine sponge Aplysina aerophoba from Gulf of Piran - sponge mesohyl, lysed by bead beating (MesohylBB, ASSEMBLY_DATE=20131203)",100,0.000253541
3300005186,*Microbiome,Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_125",DOE Joint Genome Institute (JGI),3300005186,0m,0m,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,2940960973,8441686,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_125",2137,0.000253148
3300007181,*Microbiome,Draft,"Active sludge and wastewater microbial communities from Klosterneuburg, Austria","Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_B5L_H (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300007181,192m,,Engineered,Wastewater,Unclassified,Activated Sludge,,Activated Sludge,,,58696600,201582,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_B5L_H (Metagenome Metatranscriptome)",51,0.000252999
3300005431,*Microbiome,Draft,Microbial and viral regulation of community carbon cycling across diverse low-oxygen zones,Oceanic oxygen minimum zone microbial communities that regulate carbon cycling - Sample ETNP201406SV75,DOE Joint Genome Institute (JGI),3300005431,,,Environmental,Aquatic,Oceanic,Marine,,Marine,,,766354391,2007935,Oceanic oxygen minimum zone microbial communities that regulate carbon cycling - Sample ETNP201406SV75,508,0.000252996
3300007213,*Microbiome,Draft,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S7 NT10 metaT (Metagenome Metatranscriptome),DOE Joint Genome Institute (JGI),3300007213,,,Environmental,Aquatic,Oceanic,Marine,,Marine Oceanic,,,104175338,269295,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S7 NT10 metaT (Metagenome Metatranscriptome),68,0.000252511
3300008052,*Microbiome,Draft,"Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series",Estuarine microbial communities from the Columbia River estuary - metaG 1553A-02,DOE Joint Genome Institute (JGI),3300008052,12m,,Environmental,Aquatic,Intertidal zone,Marine,,Estuarine,,,345648973,661893,Estuarine microbial communities from the Columbia River estuary - metaG 1553A-02,167,0.000252307
3300000354,*Microbiome,Draft,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico","Hot spring microbial communities from Elkhorn Slough, Monterey Bay, USA -  CD6A (Elkhorn Slough mat CD6A, June 2012 Assem)",DOE Joint Genome Institute (JGI),3300000354,1m,,Environmental,Aquatic,Hypersaline,Non-marine Saline and Alkaline,,Hypersaline mat,,,90602774,206164,"Hot spring microbial communities from Elkhorn Slough, Monterey Bay, USA -  CD6A (Elkhorn Slough mat CD6A, June 2012 Assem)",52,0.000252226
3300004795,*Microbiome,Draft,"Freshwater lake microbial communities from Lake Huron, USA, analyzing microbial food webs and carbon cycling",Laurentian Great Lakes metaT Su13.BD.MLB.DD (Metagenome Metatranscriptome),DOE Joint Genome Institute (JGI),3300004795,,,Environmental,Aquatic,Lentic,Freshwater,,Freshwater lake,,,615583224,1753248,Laurentian Great Lakes metaT Su13.BD.MLB.DD (Metagenome Metatranscriptome),442,0.000252104
3300005178,*Microbiome,Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_137",DOE Joint Genome Institute (JGI),3300005178,0m,0m,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,2521794524,7097504,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_137",1789,0.00025206
3300005948,*Microbiome,Draft,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - Knorr_S23_td_O2min_ad_571m_LV,DOE Joint Genome Institute (JGI),3300005948,,,Environmental,Aquatic,Oceanic,Marine,,Marine,,,640726148,1890451,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - Knorr_S23_td_O2min_ad_571m_LV,476,0.000251792
3300005560,*Microbiome,Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_119",DOE Joint Genome Institute (JGI),3300005560,0m,0m,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,2559866860,7773710,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_119",1952,0.000251103
3300006727,*Microbiome,Draft,Deep ocean microbial communities from the Global Malaspina Expedition,Deep ocean microbial communities from the Global Malaspina Expedition - Deep seawater metaT MP0619 (Metagenome Metatranscriptome),DOE Joint Genome Institute (JGI),3300006727,,,Environmental,Aquatic,Oceanic,Marine,,Deep ocean,,,87815375,279069,Deep ocean microbial communities from the Global Malaspina Expedition - Deep seawater metaT MP0619 (Metagenome Metatranscriptome),70,0.000250834
3300001270,*Microbiome,Draft,Macroalgal surface microbial communities,"Macroalgal surface ecosystem from Botany Bay, Sydney, Australia - BBAY91 (BBAY91)",J. Craig Venter Institute (JCVI),3300001270,,,Host-associated,Algae,Ectosymbionts,Green algae,,Macroalgal surface,,,1438004797,6631114,"Macroalgal surface ecosystem from Botany Bay, Sydney, Australia - BBAY91 (BBAY91)",1662,0.000250637
3300006575,*Microbiome,Draft,"Soil and rhizosphere microbial communities from Centre INRS-Institut Armand-Frappier, Laval, Canada","Soil and rhizosphere microbial communities from Centre INRS-Institut Armand-Frappier, Laval, Canada - Soil microcosm metaTmtLAA (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300006575,30m,,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,638711503,2258637,"Soil and rhizosphere microbial communities from Centre INRS-Institut Armand-Frappier, Laval, Canada - Soil microcosm metaTmtLAA (Metagenome Metatranscriptome)",566,0.000250594
3300004139,*Microbiome,Draft,"Forest soil microbial communities from Harvard Forest Long Term Ecological Research (LTER) site in Petersham, MA, for long-term soil warming studies","Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaT HF230 (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300004139,,,Environmental,Terrestrial,Loam,Soil,,Forest soil,,,428185153,1273896,"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaT HF230 (Metagenome Metatranscriptome)",319,0.000250413
3300009440,*Microbiome,Draft,Pelagic marine microbial communities from North Sea,Pelagic marine microbial communities from North Sea - COGITO_mtgs_110512,DOE Joint Genome Institute (JGI),3300009440,,1m,Environmental,Aquatic,Pelagic,Marine,,Pelagic marine,,,668734330,1238170,Pelagic marine microbial communities from North Sea - COGITO_mtgs_110512,310,0.000250369
3300004489,*Microbiome,Draft,"Peatlands soil microbial communities from Germany and Austria, that are sulfate reducing","Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 14 (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300004489,,,Environmental,Terrestrial,Unclassified,Soil,,Peatlands soil,,,36155516,123862,"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 14 (Metagenome Metatranscriptome)",31,0.000250279
3300005568,*Microbiome,Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_152",DOE Joint Genome Institute (JGI),3300005568,0m,0m,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,2204871079,6502533,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_152",1624,0.000249749
3300005167,*Microbiome,Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_121",DOE Joint Genome Institute (JGI),3300005167,0m,0m,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,2414419531,6650735,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_121",1660,0.000249596
3300009069,*Microbiome,Draft,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico","Hypersaline microbial mat communities from Hot Lake, Washington, USA - Hot Lake Consortium UCC-SL28",DOE Joint Genome Institute (JGI),3300009069,,,Environmental,Aquatic,Hot (42-90C),Thermal springs,,Hypersaline mat,,,109733430,136428,"Hypersaline microbial mat communities from Hot Lake, Washington, USA - Hot Lake Consortium UCC-SL28",34,0.000249216
3300010054,*Microbiome,Draft,Marine viral communities from the Subarctic Pacific Ocean and the Gulf of Mexico,Marine viral communities from the Subarctic Pacific Ocean - 27_WHOI_OMZ metaG,DOE Joint Genome Institute (JGI),3300010054,,263m,Environmental,Aquatic,Oceanic,Marine,,Marine,,,101500707,164545,Marine viral communities from the Subarctic Pacific Ocean - 27_WHOI_OMZ metaG,41,0.000249172
3300004140,*Microbiome,Draft,"Forest soil microbial communities from Harvard Forest Long Term Ecological Research (LTER) site in Petersham, MA, for long-term soil warming studies","Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaT HF224 (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300004140,,,Environmental,Terrestrial,Loam,Soil,,Forest soil,,,133454497,486114,"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaT HF224 (Metagenome Metatranscriptome)",121,0.000248913
2119805012,*Microbiome,Finished,Soil microbial communities from FACE and OTC sites in USA,Soil microbial communities from sample at FACE Site NTS_067 Nevada Test Site (NTS_067),DOE Joint Genome Institute (JGI),2119805012,1000m,,Environmental,Terrestrial,Sand,Soil,,Soil,,,390792833,1036364,Soil microbial communities from sample at FACE Site NTS_067 Nevada Test Site (NTS_067),257,0.000247982
3300005181,*Microbiome,Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_127",DOE Joint Genome Institute (JGI),3300005181,0m,0m,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,2739205376,7753799,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_127",1922,0.000247878
3300005561,*Microbiome,Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_148",DOE Joint Genome Institute (JGI),3300005561,0m,0m,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,2901513585,8379324,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_148",2073,0.000247395
3300006579,*Microbiome,Draft,"Soil and rhizosphere microbial communities from Centre INRS-Institut Armand-Frappier, Laval, Canada","Soil and rhizosphere microbial communities from Centre INRS-Institut Armand-Frappier, Laval, Canada - Soil microcosm metaTmtLAB (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300006579,30m,,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,682193453,2433473,"Soil and rhizosphere microbial communities from Centre INRS-Institut Armand-Frappier, Laval, Canada - Soil microcosm metaTmtLAB (Metagenome Metatranscriptome)",602,0.000247383
3300008950,*Microbiome,Draft,"Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series",Estuarine microbial communities from the Columbia River estuary - metaG 1552A-02,DOE Joint Genome Institute (JGI),3300008950,11m,,Environmental,Aquatic,Intertidal zone,Marine,,Estuarine,,,353503772,671197,Estuarine microbial communities from the Columbia River estuary - metaG 1552A-02,166,0.000247319
3300005290,*Microbiome,Draft,"Miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan State University, USA","Miscanthus rhizosphere microbial communities from Kellogg Biological Station, MSU, sample Rhizosphere Soil Replicate 1: eDNA_1",DOE Joint Genome Institute (JGI),3300005290,280m,,Host-associated,Plants,Unclassified,Rhizoplane,,Miscanthus rhizosphere,,,1848353117,4716021,"Miscanthus rhizosphere microbial communities from Kellogg Biological Station, MSU, sample Rhizosphere Soil Replicate 1: eDNA_1",1165,0.00024703
3300000151,*Microbiome,Draft,Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean,"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  53 01/11/11 200m (Saanich Inlet 53 01/11/11 200m, March 2012 Assem)",DOE Joint Genome Institute (JGI),3300000151,20m,200m,Environmental,Aquatic,Intertidal zone,Marine,,Marine,,,165425195,299902,"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  53 01/11/11 200m (Saanich Inlet 53 01/11/11 200m, March 2012 Assem)",74,0.000246747
3300000890,*Microbiome,Finished,"Soil microbial communities from Great Prairies (Kansas, Wisconsin and Iowa)","Soil microbial communities from Great Prairies - Iowa, Continuous Corn soil (Iowa, Continuous Corn soil, Sept. 2012 Assem JGI Velvet)",DOE Joint Genome Institute (JGI),3300000890,,4 inch with litter removed,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,967093352,3131677,"Soil microbial communities from Great Prairies - Iowa, Continuous Corn soil (Iowa, Continuous Corn soil, Sept. 2012 Assem JGI Velvet)",772,0.000246513
2030936005,*Microbiome,Draft,"Cyphomyrmex longiscapus fungus garden microbial communities from Gamboa, Panama","Cyphomyrmex longiscapus fungus garden microbial communities from Gamboa, Panama",DOE Joint Genome Institute (JGI),2030936005,,,Host-associated,Arthropoda,Fungus garden,Symbiotic fungal gardens and galleries,,Cyphomyrmex longiscapus fungus garden,,,88331577,190674,"Cyphomyrmex longiscapus fungus garden microbial communities from Gamboa, Panama",47,0.000246494
3300004505,*Microbiome,Draft,"Peatlands soil microbial communities from Germany and Austria, that are sulfate reducing","Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 29 (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300004505,,,Environmental,Terrestrial,Unclassified,Soil,,Peatlands soil,,,43195218,154222,"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 29 (Metagenome Metatranscriptome)",38,0.000246398
3300000214,*Microbiome,Draft,Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean,"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  54 02/08/11 200m (Saanich Inlet 54 02/08/11 200m, March 2012 Assem)",DOE Joint Genome Institute (JGI),3300000214,20m,200m,Environmental,Aquatic,Intertidal zone,Marine,,Marine,,,97968869,186731,"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  54 02/08/11 200m (Saanich Inlet 54 02/08/11 200m, March 2012 Assem)",46,0.000246344
2084038019,*Microbiome,Draft,Hypersaline microbial communities from Antarctic Deep Lake,"Hypersaline microbial communities from Antarctic Deep Lake, sample 5mRS 0.1um (5 mRS 0.1um 454 only)",DOE Joint Genome Institute (JGI),2084038019,0m,5m,Environmental,Aquatic,Hypersaline,Non-marine Saline and Alkaline,,Hypersaline,,,52160100,125908,"Hypersaline microbial communities from Antarctic Deep Lake, sample 5mRS 0.1um (5 mRS 0.1um 454 only)",31,0.000246212
3300005584,*Microbiome,Draft,"Freshwater lentic microbial communities from the great Laurentian Lakes, MI, USA for biogeochemical studies","Freshwater lentic microbial communities from great Laurentian Lakes, MI, USA - Great Lakes metaG HU45MSRF",DOE Joint Genome Institute (JGI),3300005584,,,Environmental,Aquatic,Lentic,Freshwater,,Freshwater lentic,,,658324428,1752557,"Freshwater lentic microbial communities from great Laurentian Lakes, MI, USA - Great Lakes metaG HU45MSRF",430,0.000245356
3300006861,*Microbiome,Draft,"Peatlands soil microbial communities from Germany and Austria, that are sulfate reducing","Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 3 (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300006861,,,Environmental,Terrestrial,Unclassified,Soil,,Peatlands soil,,,153212890,558822,"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 3 (Metagenome Metatranscriptome)",137,0.000245159
3300002057,*Microbiome,Draft,Macroalgal surface microbial communities,"Macroalgal surface ecosystem from Botany Bay, Galicia, Spain - SA1-P2 (SA1-P2)",J. Craig Venter Institute (JCVI),3300002057,,,Host-associated,Algae,Ectosymbionts,Green algae,,Macroalgal surface,,,173710691,673795,"Macroalgal surface ecosystem from Botany Bay, Galicia, Spain - SA1-P2 (SA1-P2)",165,0.000244882
7000000695,*Microbiome,Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human stool microbial communities from NIH, USA - visit 1, subject 686765762","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",7000000695,,,Host-associated,Human,Large intestine,Digestive system,,Human,,,61495719,106255,"Human stool microbial communities from NIH, USA - visit 1, subject 686765762",26,0.000244694
3300005554,*Microbiome,Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_110",DOE Joint Genome Institute (JGI),3300005554,0m,0m,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,2250798092,6531778,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_110",1597,0.000244497
3300009495,*Microbiome,Draft,Pelagic marine microbial communities from North Sea,Pelagic marine microbial communities from North Sea - COGITO_mtgs_120531,DOE Joint Genome Institute (JGI),3300009495,,1m,Environmental,Aquatic,Pelagic,Marine,,Pelagic marine,,,728308434,1411543,Pelagic marine microbial communities from North Sea - COGITO_mtgs_120531,345,0.000244413
3300005401,*Microbiome,Draft,Microbial and viral regulation of community carbon cycling across diverse low-oxygen zones,Oceanic oxygen minimum zone microbial communities that regulate carbon cycling - Sample ETNP201406SV203,DOE Joint Genome Institute (JGI),3300005401,,,Environmental,Aquatic,Oceanic,Marine,,Marine,,,791644827,2002745,Oceanic oxygen minimum zone microbial communities that regulate carbon cycling - Sample ETNP201406SV203,489,0.000244165
3300005179,*Microbiome,Draft,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA","Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_133",DOE Joint Genome Institute (JGI),3300005179,0m,0m,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,2595903372,7152163,"Grasslands soil microbial communities from the Angelo Coastal Reserve, California, USA - Sample Angelo_133",1745,0.000243982
3300005293,*Microbiome,Draft,"Miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan State University, USA","Miscanthus rhizosphere microbial communities from Kellogg Biological Station, MSU, sample Bulk Soil Replicate 1 : eDNA_1",DOE Joint Genome Institute (JGI),3300005293,280m,,Host-associated,Plants,,Rhizoplane,,Miscanthus rhizosphere,,,2324669068,5721892,"Miscanthus rhizosphere microbial communities from Kellogg Biological Station, MSU, sample Bulk Soil Replicate 1 : eDNA_1",1396,0.000243975
3300004467,*Microbiome,Draft,"Peatlands soil microbial communities from Germany and Austria, that are sulfate reducing","Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 75 (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300004467,,,Environmental,Terrestrial,Unclassified,Soil,,Peatlands soil,,,75495632,242045,"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 75 (Metagenome Metatranscriptome)",59,0.000243756
3300006595,*Microbiome,Draft,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations,"Active sludge microbial communities from Illinois, USA, of municipal wastewater-treating anaerobic digesters - ADurb_Gly_01_SludgeMetaT (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300006595,222m,,Engineered,Wastewater,Unclassified,Anaerobic digestor,,Anaerobic digestor sludge,,,125672082,352957,"Active sludge microbial communities from Illinois, USA, of municipal wastewater-treating anaerobic digesters - ADurb_Gly_01_SludgeMetaT (Metagenome Metatranscriptome)",86,0.000243656
3300004797,*Microbiome,Draft,"Freshwater lake microbial communities from Lake Huron, USA, analyzing microbial food webs and carbon cycling",Laurentian Great Lakes metaT Fa13.BD.MLB.DN (Metagenome Metatranscriptome),DOE Joint Genome Institute (JGI),3300004797,,,Environmental,Aquatic,Lentic,Freshwater,,Freshwater lake,,,623761454,1831431,Laurentian Great Lakes metaT Fa13.BD.MLB.DN (Metagenome Metatranscriptome),446,0.000243525
3300005945,*Microbiome,Draft,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - Knorr_S23_td_AAIW_ad_876m_LV_B,DOE Joint Genome Institute (JGI),3300005945,,,Environmental,Aquatic,Oceanic,Marine,,Marine,,,564597220,1615954,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - Knorr_S23_td_AAIW_ad_876m_LV_B,392,0.000242581
3300005662,*Microbiome,Draft,"Freshwater lake microbial communities from Lake Huron, USA, analyzing microbial food webs and carbon cycling","Lentic microbial communities from Lake Huron, USA - Laurentian Great Lakes Su13.BD.MLB.SD",DOE Joint Genome Institute (JGI),3300005662,,,Environmental,Aquatic,Lentic,Freshwater,,Freshwater lake,,,3700483016,9869012,"Lentic microbial communities from Lake Huron, USA - Laurentian Great Lakes Su13.BD.MLB.SD",2393,0.000242476
3300006055,*Microbiome,Draft,"Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA","Arctic peat soil from Barrow, Alaska - NGEE Surface sample 210-1 deep-072012",DOE Joint Genome Institute (JGI),3300006055,5m,,Environmental,Terrestrial,Unclassified,Soil,,Arctic peat soil,,,504076889,1039787,"Arctic peat soil from Barrow, Alaska - NGEE Surface sample 210-1 deep-072012",252,0.000242357
3300009193,*Microbiome,Draft,Pelagic marine microbial communities from North Sea,Pelagic marine microbial communities from North Sea - COGITO_mtgs_110321,DOE Joint Genome Institute (JGI),3300009193,,1m,Environmental,Aquatic,Pelagic,Marine,,Pelagic marine,,,805944915,1545694,Pelagic marine microbial communities from North Sea - COGITO_mtgs_110321,374,0.000241963
2124908006,*Microbiome,Draft,Soil microbial communities from FACE and OTC sites in USA,Soil microbial communities from sample at FACE Site Metagenome WIR_Oz2 (WIR_Oz2),DOE Joint Genome Institute (JGI),2124908006,480m,,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,339617125,930722,Soil microbial communities from sample at FACE Site Metagenome WIR_Oz2 (WIR_Oz2),225,0.000241748
3300004117,*Microbiome,Draft,"Forest soil microbial communities from Harvard Forest Long Term Ecological Research (LTER) site in Petersham, MA, for long-term soil warming studies","Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaT HF222 (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300004117,,,Environmental,Terrestrial,Loam,Soil,,Forest soil,,,92490415,343478,"Forest soil microbial communities from Harvard Forest Long Term Ecological Research site in Petersham, Massachusetts, USA - MetaT HF222 (Metagenome Metatranscriptome)",83,0.000241646
3300004607,*Microbiome,Draft,"Peatlands soil microbial communities from Germany and Austria, that are sulfate reducing","Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 36 (Metagenome Metatranscriptome)",DOE Joint Genome Institute (JGI),3300004607,,,Environmental,Terrestrial,Unclassified,Soil,,Peatlands soil,,,127888518,360265,"Peat soil microbial communities from Weissenstadt, Germany - Metatranscriptome 36 (Metagenome Metatranscriptome)",87,0.000241489
